course_name,course_url,grading_basis,grading_trend,enrollment_trend,recent_reviews
ED 202A,https://ucsbplat.com/curriculum/class/FALL%202025%2057976,Letter Grade,"[""A+"", ""A+""]","[9, 11]","[""Honestly, I put minimal effort into this class and still received an A-. I never once spoke to Kyratzis because her lectures were pre-recorded - I only had to attend section. Kyratzis would literally read off her notes in the pre-recorded lectures and it was just a summary of the textbook. It was so boring and pointless."", ""Professor can be boring and monotone but she is an extremely easy grader and gives a ton of extra credit. Material is straightforward and she prints out all the slides for you. No need to read text in detail, just skim. Highly recommend for an easy A as long as you can handle the long, dull lectures."", ""The professor is boring but a fair grader. She is very nice, and explains everything thoroughly, and allows participation from students. I recommend to take it if you want to have an easy A; one midterm, no final, a 10 pg paper as the final, and lastly the powerpoint presentation.""]"
ITAL 1,https://ucsbplat.com/curriculum/class/FALL%202025%2028126,Letter Grade,"[""A"", ""A""]","[11, 20, 12, 8]","[""Professor Borromeo is a kind woman and clearly passionate about teaching but this class was just not it! She assigns multiple projects (individual/group) and her feedback on any work you turn in does not help you improve at all. You learn more from reading the textbook than her presentations. Would not take her class to fulfill the GE requirement.""]"
MUS 31D,https://ucsbplat.com/curriculum/class/FALL%202025%2074211,Letter Grade,"[""A"", ""A""]",[10],[]
CNCSP 274D,https://ucsbplat.com/curriculum/class/FALL%202025%2009647,Pass/No Pass,[],"[10, 10]","[""Dr. Goodwin is SUCH an incredible professor because of his care for students and understanding. Two papers (very easy &amp; short) were graded really easy. Basically, just show up, turn everything in on time, and you'll get an easy A (while actually learning helpful info too). 10/10 recommend Goodwin to students of all majors!""]"
MUS CS 199,https://ucsbplat.com/curriculum/class/FALL%202025%2037747,Pass/No Pass,[],[],[]
LING 3B,https://ucsbplat.com/curriculum/class/FALL%202025%2028951,Letter Grade,"[""A-"", ""A""]","[18, 18, 18]",[]
MATRL 289J,https://ucsbplat.com/curriculum/class/FALL%202025%2057109,Letter Grade,"[""A"", ""A""]","[15, 15]",[]
PHYS 143L,https://ucsbplat.com/curriculum/class/FALL%202025%2040709,Pass/No Pass,[],"[27, 9, 30]",[]
MUS 32D,https://ucsbplat.com/curriculum/class/FALL%202025%2036681,Letter Grade,[],[5],[]
CHEM 2BL,https://ucsbplat.com/curriculum/class/FALL%202025%2054254,Letter Grade,"[""B""]",[20],[]
CNCSP 209A,https://ucsbplat.com/curriculum/class/FALL%202025%2009456,Pass/No Pass,[],"[8, 7, 14, 10]",[]
HIST 196JA,https://ucsbplat.com/curriculum/class/FALL%202025%2026989,Letter Grade,"[""A+""]","[26, 5, 5]","[""Professor Henderson was so fun. His classes were always entertaining. It is a lot of reading, and you must submit notes twice a week with a minimum of 1200 words based on readings. It can be a lot, but it's not that bad. Final is a fun project. Weekly reflections. Need to participate in Canvas posts and class. You rate ur own participation. Easy A."", ""Very sweet guy, and very clear grading requirements. I think the only way you can do badly in this class is if you don't do the assigned work. There's a lot of reading but its helpful and stays consistent throughout the quarter so once you get a routine going its no big deal."", ""Prepare to do lots of readings and engage in class. But Jarett is one of my fav profs at UCSB bc he genkunely cares about students and enjoys teaching. he's very personable and i recommend getting to know him!""]"
CHEM 115A,https://ucsbplat.com/curriculum/class/FALL%202025%2006130,Letter Grade,"[""A-"", ""A+""]","[10, 10]","[""This class is meant to suck. However, somehow this is worse than I imagined. I learned nothing from this class, felt panicked and lost the entire time, TAs can't even help us. I hope to god the curve saves us. Oh, and the professor is 89 and incredibly unhelpful with any questions. You essentially have to try to teach yourself quantum physics."", ""Really nice and approachable professor! There's HW due every week that's graded by different TAs. He explains the material well, but it's still quantum, so don't take this class unless you really like quantum and you're good at it. He doesn't give a grade below a C and it's not that hard to get a B.""]"
ESS 140,https://ucsbplat.com/curriculum/class/FALL%202025%2021899,Letter Grade,"[""A"", ""A""]","[50, 45, 50, 50]","[""This class is out of 100 points, so just get those points up to whatever grade you want and you are good to go. Most of it comes from 6 5 minute quizzes every other week, which are easy if you go to lecture and do the minimal reading. Go to class and you will pass, thats it."", ""Easily one of the best professors I've ever had. He is a former D1 athletic director so his insight is super valuable. Very interesting lectures and always encouraged the class to participate in discussion. Two easy group projects and weekly quizzes determined the grade. Intelligent and straightforward guy, would 100% take this class again."", ""ESS 160 was a super easy class. The class is discussion based so while attendance was not mandatory it did help when writing assignments. Every week you had to write 2 paragraphs about a topic we discussed, we had to write a 2 page paper I think twice and take 10 question quizzes weekly. Easy class, its most fun when you actually participate.""]"
MATRL 261,https://ucsbplat.com/curriculum/class/FALL%202025%2032854,Letter Grade,"[""A"", ""A-""]","[11, 9, 15]",[]
ECE 220A,https://ucsbplat.com/curriculum/class/FALL%202025%2061762,Letter Grade,"[""B"", ""A""]","[24, 11]",[]
ECON 5,https://ucsbplat.com/curriculum/class/FALL%202025%2014696,Letter Grade,"[""A"", ""A""]","[48, 48]",[]
PORT 592,https://ucsbplat.com/curriculum/class/FALL%202025%2042275,Letter Grade,[],"[15, 5]",[]
JAPAN 1,https://ucsbplat.com/curriculum/class/FALL%202025%2028407,Letter Grade,"[""A"", ""A""]","[23, 26]",[]
CHEM 2BL,https://ucsbplat.com/curriculum/class/FALL%202025%2054452,Letter Grade,"[""B""]",[16],[]
PSTAT 199,https://ucsbplat.com/curriculum/class/FALL%202025%2044115,Letter Grade,"[""A"", ""A""]","[40, 30, 18, 36]",[]
CHEM 3A,https://ucsbplat.com/curriculum/class/FALL%202025%2005405,Letter Grade,"[""F""]",[120],"[""John is a great professor: incredibly smart and knowledgeable and helpful. My only complaint would be that he sometimes lets students talk too much about irrelevant subjects. He is so nice he doesn't always tell people to shut up when he should. But I love him and love his classes."", ""John is a great professor, but can taking some warming up for some personality types. I recommend taking at least two classes with him before making a decision. I loved his Chaucer class, but hated Diaries, although I think that was the fault of my classmates and not of John's. He's very talented in his own right as a poet as well.""]"
EEMB 113,https://ucsbplat.com/curriculum/class/FALL%202025%2017855,Letter Grade,"[""A""]",[87],"[""I took Professor Young for EEMB 120 which was taught by two teachers. I think her lectures were interesting and she really cares for the students. The class itself was rather difficult, the class average for the first midterm was rather low (taught by the other professor), but there was a huge curve and the final (Young's portion) allowed notes!"", ""I took 113 with Hillary and her portion of the class was extremely unorganized. The slides she lectured from didn't match the slide deck she published and she lectured so fast it was impossible to keep up. Her quizzes and exam asked very detailed questions on topics she only generally explained. Way too high of expectations for a 3 credit class."", ""Hilary was so disorganized and often didn't post slides that matched with our material. Shes a bad lecturer and doesn't  make it clear which answer is the correct one. The test was  deceiving even though the material isn't hard at all. The class was easy though thank god, if it was any harder i would not have taken it with her.""]"
INT 92FM,https://ucsbplat.com/curriculum/class/FALL%202025%2064303,Letter Grade,[],[],[]
ECE 273,https://ucsbplat.com/curriculum/class/FALL%202025%2013938,Letter Grade,"[""A"", ""A-""]","[30, 24]","[""As both a former student and TA for this class, the best advice I can give is to take advantage of his lecture material. If you don't like his lecture style, his slides are extremely thorough and helpful to have up when doing your hw alongside the textbook. Yes it's a lot of work, but once things click you can solve problems at a much faster pace."", ""This professor sent an email at 11:37 pm the day before our midterm to tell us whether or not the test will be online. My advice to anyone who wants to take this class is to be prepared for these type of situations. He's a decent professor, but please be wary that he might procrastinate sending important information regarding midterms &amp; finals."", ""Zheng for asynchronous class was top of things just as he would for a class that is synchronous. His learning plan is extremely clear and tells you exactly what to do. He understands people has hard times and gives off a leeway to them on due dates. Extremely easy A if you read the material provided and do his projects.""]"
HIST 197SS,https://ucsbplat.com/curriculum/class/FALL%202025%2056606,Letter Grade,[],[],[]
ESM 216,https://ucsbplat.com/curriculum/class/FALL%202025%2021428,Letter Grade,"[""A""]",[23],[]
PHYS 6AL,https://ucsbplat.com/curriculum/class/FALL%202025%2039297,Letter Grade,"[""A-"", ""A-""]","[24, 24]","[""I don't have anything against this professor. Her lectures were fine, but boring. The section for the class was not designed too well. Sometimes I would get lost during lectures. The expectations on how to do well are made obvious by the weekly homework assignments and practice test problems. Shouldn't be too hard if you just put in the effort.""]"
ECE 181,https://ucsbplat.com/curriculum/class/FALL%202025%2013615,Letter Grade,"[""A-"", ""A-""]","[42, 7, 11, 19]","[""Manjunath is a pretty good professor - every quarter he tries a new course project and they are usually pretty interesting.  His class is a fair amount of work, but the material is do-able and the exams aren't too difficult.  Very intelligent professor, pretty interesting class.  Would recommend.""]"
HIST 9,https://ucsbplat.com/curriculum/class/FALL%202025%2026054,Letter Grade,"[""A-"", ""A-""]","[19, 30]",[]
THTR 193HA,https://ucsbplat.com/curriculum/class/FALL%202025%2048819,Letter Grade,[],[60],[]
INT 187AE,https://ucsbplat.com/curriculum/class/FALL%202025%2057067,Pass/No Pass,[],[35],"[""Overall Kevin is a great professor. He's kind and whatnot. However, he appears to try really hard to stand out and uses his website outside of Canvas which kind of overcomplicates things for those who aren't very tech savvy. If you're looking to take one of his courses I'd just recommend becoming more familiar with the ins and outs of Google Drive."", ""Dr. B was amazing! I took her for an online summer course and even with the fast-paced weeks she took time to give good feedback and wants her students to do well. 10/10 would recommend and take her again!"", ""I loved 105m! The class was engaging and Prof Rutherford did a great job teaching. He's super understanding and approachable and gives great feedback on your work if you ask him for it, along with extensions, if you like creative writing and multimedia, I would def take this class.""]"
FEMST 594GC,https://ucsbplat.com/curriculum/class/FALL%202025%2055319,Letter Grade,[],[],[]
EDS 242,https://ucsbplat.com/curriculum/class/FALL%202025%2017293,Letter Grade,"[""A+"", ""A""]","[29, 28]",[]
CHEM 6BL,https://ucsbplat.com/curriculum/class/FALL%202025%2005611,Letter Grade,"[""B"", ""A""]","[18, 18, 18, 18]","[""This professor has ridiculous standards. No direction is given for the first lab report. You will not get feedback for your report until you've submitted two more, setting up students for failure. The quizzes were tough, asking students to memorize up to three complicated mechanisms and to be able to recreate any one of them on paper from memory."", ""I love this professor. He is so helpful in office hours and will help with lab reports and study for the quizzes. But this class takes a lot of time and effort which is equivalent to what I feel like is at least 2 hard STEM courses so plan your schedule accordingly. Concepts are way more interesting than in 6AL. Lab reports are graded harder.""]"
ECE 253,https://ucsbplat.com/curriculum/class/FALL%202025%2013870,Letter Grade,"[""A"", ""A-""]","[24, 31]","[""This is unusual to grade because lectures are not really needed in this class so my only complaint about them being off topic is not really legit. other than that he is a great guy, class was easy and fair and we could get a lot of help form prof and TA's on our projects.""]"
ENGL 175GW,https://ucsbplat.com/curriculum/class/FALL%202025%2019331,Letter Grade,"[""A"", ""A""]","[148, 40]",[]
EARTH 268,https://ucsbplat.com/curriculum/class/FALL%202025%2012542,Pass/No Pass,[],"[6, 6]","[""Enjoyed this class a lot. Dives into scientific literature which really helped me to understand how to read and digest papers.""]"
FAMST 199,https://ucsbplat.com/curriculum/class/FALL%202025%2022533,Letter Grade,"[""A"", ""B+""]","[18, 77, 10]",[]
ARTHI 192C,https://ucsbplat.com/curriculum/class/FALL%202025%2001552,Pass/No Pass,[],"[15, 15]","[""Long lectures that do not relate much to the essays or group projects. So many tangents that are unrelated to the subject matter. However, if you're more than okay at essays I would take this class because that's all the grades are based on.""]"
CMPSC 130A,https://ucsbplat.com/curriculum/class/FALL%202025%2007948,Letter Grade,"[""A"", ""A""]","[150, 38]",[]
ME 225EH,https://ucsbplat.com/curriculum/class/FALL%202025%2052167,Letter Grade,"[""A"", ""A""]","[12, 17]",[]
ME 501,https://ucsbplat.com/curriculum/class/FALL%202025%2035758,Pass/No Pass,[],"[5, 25, 30]",[]
HIST 49A,https://ucsbplat.com/curriculum/class/FALL%202025%2026377,Letter Grade,"[""A"", ""A""]","[116, 7, 9]","[""More of an idealogue than a teacher.  Overly obsessed with identity politics, antizionism, etc.  So many other great professors on campus, skip this one."", ""One of those classes you only hear about in a GOP tirade about the capture of universities by identity politics. In a history class intended to teach students about African history Professor Ware spent the majority of the class making no small point that white people are racist. I'm not sure what students are meant to take from this class."", ""TBH I didn't like his lectures as he would often go on off-topic tangents and didn't use powerpoints. He's also very disorganized with sending class material. But his tests are really easy and he seems like a genuine guy.""]"
ED 150,https://ucsbplat.com/curriculum/class/FALL%202025%2016386,Letter Grade,"[""A+"", ""A+""]","[44, 6, 15]","[""Take this class! The prof is super caring and understanding. She wants everyone to succeed. Grade is based of weekly reading prep, biweekly reflections, and two small projects. It's all super manageable! 10/10"", ""Currently taking this class. Lecture being 2 hours and section being 50 mins. We have weekly assignments about our readings, biweekly assignments about the two weeks prior, one project/presentation (recording yourself) about a film where the teacher is important like Matilda, and a teacher interview with an essay. No extra credit. Lectures are LONG"", ""Professor Karin is an amazing education teacher. As one of the first education classes I've taken she gave me an amazing introduction into the department. She gave feedback on every assignment and grades were heavily based on student participation. Amazing teacher, would always take this class again!""]"
CHEM 3L,https://ucsbplat.com/curriculum/class/FALL%202025%2054874,Letter Grade,[],[],[]
CNCSP 209A,https://ucsbplat.com/curriculum/class/FALL%202025%2009399,Pass/No Pass,[],"[8, 7, 14, 10]","[""An average professor who has a clear structure to her lectures. Slides do not cover everything, so attendance is necessary for this class. Papers and tests cover all of the grades so be prepared to spend time on writing them and studying."", ""Might be the worst professor I have taken at UCSB. Extremely demeaning. Bad grading. Bad teaching skills. I love the CNCSP series but this professor has singlehandedly ruined it for me. Every other professor I have had in this series was extremely helpful though so this could have just been a fluke."", ""Enjoyed her class a lot. I would recommend taking a course with her. She is very passionate with her work and is actually willing to help""]"
FAMST 124,https://ucsbplat.com/curriculum/class/FALL%202025%2056929,Letter Grade,"[""F"", ""B""]","[99, 55]",[]
LING 142,https://ucsbplat.com/curriculum/class/FALL%202025%2057349,Letter Grade,[],[],"[""Great guy. Excellent teacher. Really loves what he does and it's really cool the way students are kept engaged in the frequent class discussions. He provides printed handouts to follow along but they are online too. Lecture covers them and adds a bit to em so it's worth it to show up to class. I found the material very easy and enjoyable. 10/10."", ""Love this class, not only because this is my major. The project is stressful but every other aspect of that class is really easy-going. The professor is such a sweet man. If I could, I would take this class again!"", ""Very friendly. Willing to help outside of class. You can learn a lot from him in office hours if you are interested in his field of study. Definitely a great professor to talk to! I wish I could've taken more of his classes! Tests are based on Notes and definitions from book. Project was do-able; just don't procrastinate!""]"
PSTAT 190,https://ucsbplat.com/curriculum/class/FALL%202025%2044057,Letter Grade,"[""A""]","[80, 75]","[""The only thing that mattered about this class was the weekly two sections. I found her lecture to be hard to understand but easy to learn on my own or through my TA. The majority of the grade is fluff which is nice however I felt unprepared for the final which is our only test. Take her class though because I heard the other ones are harder."", ""Great prof over all, really cares about her students well being. Talked about wanting to help students get into research and was very willing to give career advice outside of class time. You can tell teaching is her passion, and although her style isnt for everyone I think she was great. Don't understand the negative comments, it's unwarranted.""]"
MATH 598,https://ucsbplat.com/curriculum/class/FALL%202025%2032557,Pass/No Pass,[],"[7, 5, 50]",[]
PHYS 6CL,https://ucsbplat.com/curriculum/class/FALL%202025%2039594,Letter Grade,"[""A-"", ""A""]","[24, 22]","[""I don't have anything against this professor. Her lectures were fine, but boring. The section for the class was not designed too well. Sometimes I would get lost during lectures. The expectations on how to do well are made obvious by the weekly homework assignments and practice test problems. Shouldn't be too hard if you just put in the effort.""]"
PHIL 501,https://ucsbplat.com/curriculum/class/FALL%202025%2039214,Pass/No Pass,[],[5],[]
MCDB 263,https://ucsbplat.com/curriculum/class/FALL%202025%2034827,Pass/No Pass,[],"[56, 12, 41]",[]
CHEM 279SS,https://ucsbplat.com/curriculum/class/FALL%202025%2058974,Letter Grade,"[""A""]","[5, 6]",[]
EEMB 2LL,https://ucsbplat.com/curriculum/class/FALL%202025%2017343,Letter Grade,"[""A+"", ""A+""]","[19, 24]",[]
LING 199,https://ucsbplat.com/curriculum/class/FALL%202025%2029496,Letter Grade,"[""A"", ""A""]","[22, 30, 10]",[]
MATH 8,https://ucsbplat.com/curriculum/class/FALL%202025%2031583,Letter Grade,"[""A"", ""A""]","[35, 18, 17]","[""1. The overall grading is quite lenient as there exist extra credit in and outside tests. \n2. There is barely any reason to attend the lectures other than to show up because he does pretty much nothing outside the textbook.\n3. Pop quiz each week on evening sections. Pretty easy.\n4. Exams are also pretty easy and slightly uninteresting.\n\nVerdict:4/5""]"
CHEM 595,https://ucsbplat.com/curriculum/class/FALL%202025%2006601,Pass/No Pass,[],"[26, 45, 15]",[]
HIST 295PH,https://ucsbplat.com/curriculum/class/FALL%202025%2027144,Letter Grade,"[""A"", ""A""]","[6, 12, 7]","[""This class was really cool and I am glad I took it. Lectures aren't mandatory but I recommend going bc you need to use them for the papers. Graded by take home midterm and final essay, primary source essay, and participation through forum posts and cooking challenges. Class was very fun and engaging, I liked that she broke up lectures with videos.""]"
INT 92PM,https://ucsbplat.com/curriculum/class/FALL%202025%2064337,Letter Grade,[],[],[]
INT 186BN,https://ucsbplat.com/curriculum/class/FALL%202025%2027730,Pass/No Pass,[],[19],"[""Professor Borromeo is a kind woman and clearly passionate about teaching but this class was just not it! She assigns multiple projects (individual/group) and her feedback on any work you turn in does not help you improve at all. You learn more from reading the textbook than her presentations. Would not take her class to fulfill the GE requirement.""]"
MATH 34LA,https://ucsbplat.com/curriculum/class/FALL%202025%2062174,Letter Grade,[],[],"[""For a non-math person, this class is pretty difficult, but Dr. Moeller really wants everyone to do well, and she's so sweet and helpful. The exams were difficult, but there's a lot of partial credit given, so just try your best. Labs are a lot, but the expectations are clear. Overall, do your best and ask for help, and you're going to be okay.""]"
TMP 280,https://ucsbplat.com/curriculum/class/FALL%202025%2058669,Letter Grade,"[""A""]",[5],[]
GER 101A,https://ucsbplat.com/curriculum/class/FALL%202025%2024646,Letter Grade,"[""A"", ""A""]","[11, 17]","[""After having completed the whole GER101 series, Evelyn has consistently been the highlight of my week. There's never too much work, and she is truly such a funny, caring, passionate teacher who tries to learn so much about each and every one of her students. I wish she taught more classes, because I would take anything she teaches."", ""I loved Evelyn so much. She made learning German genuinely fun, I looked forward to every class. Highly, highly recommend."", ""Professor Reder has a clear and infectious enthusiasm for teaching which makes her classes extremely positive, informative, and relaxed. We learn about relevant topics, interesting stories, and even watch movies here and there. A lot of grammar is learned in this class, but it is in a fun, engaging, and conversationally-relevant manner.""]"
WRIT 107M,https://ucsbplat.com/curriculum/class/FALL%202025%2050443,Letter Grade,"[""A"", ""A""]","[23, 25, 25]","[""Even if you hate writing take this class. I guarantee you will be okay and be able to handle it! This class makes writing and researching fun, you get to write about any topics you want. Ellen is a caring professor who will help you in any way. I learned so much about freelance writing for magazines! Definitely take this if you need a class!"", ""I loved Professor Whittet. It's a really easy class with three papers and the longest only being 1500 words. (2 1500 word papers and one 700 words). She is super understanding, helpful, and you can write about any subject you want. Readings are interesting and thats the only assignments besides drafts and papers.""]"
GEOG 279,https://ucsbplat.com/curriculum/class/FALL%202025%2024323,Letter Grade,"[""A+"", ""A""]","[10, 9]",[]
CHEM 3L,https://ucsbplat.com/curriculum/class/FALL%202025%2058958,Letter Grade,[],[],[]
PORT 1,https://ucsbplat.com/curriculum/class/FALL%202025%2042176,Letter Grade,"[""A"", ""B""]","[24, 22]",[]
MUS 32A,https://ucsbplat.com/curriculum/class/FALL%202025%2036673,Letter Grade,"[""A+"", ""A""]","[5, 5]",[]
HIST 207B,https://ucsbplat.com/curriculum/class/FALL%202025%2058073,Letter Grade,[],[],"[""He was a good professor and this class is fascinating. However, it is hard. Like there is a tonnnn of content and lots of papers and writing."", ""You have to write 3 essays that were kinda easy. Lots of reading but I didn't read almost anything and I think I'll get an A. I guess its good for a gen ed but it was so painfully boring, each lecture all I did was play wordle. Cobo was cool but his accent was hard to understand (british). If you like history you'll probably like this class.""]"
MATH 227A,https://ucsbplat.com/curriculum/class/FALL%202025%2057141,Letter Grade,"[""A""]","[16, 11]","[""Very easy class. His tests are straight forward and only cover the basics. The homework is fairly easy and is a good respresentation of how the tests are.  Be sure to go to the in class reviews he holds before each midterm and final, they are very helpful."", ""Definitely the best professor I have ever had. The tests are simple and straightforward. His lectures were amazing and he explained the math, why the math mattered, how what we were learning tied to everything else. I would love to take another class from him, he reminded me why I love math."", ""Best professor ever, 4A is really easy tbh, and I felt like this is easier than 3A & 3B. His midterms and final are easy and conceptual. As long as you go to the lectures, do homework, read the textbook (sometimes it really helps), this should be an easy A for you. Highly recommended.""]"
SOC 118CM,https://ucsbplat.com/curriculum/class/FALL%202025%2068361,Letter Grade,[],[],[]
MUS 596,https://ucsbplat.com/curriculum/class/FALL%202025%2037648,Letter Grade,"[""A"", ""A""]","[10, 10]",[]
FR 149F,https://ucsbplat.com/curriculum/class/FALL%202025%2053116,Letter Grade,"[""A"", ""B+""]","[11, 60]",[]
ANTH 195B,https://ucsbplat.com/curriculum/class/FALL%202025%2000653,Letter Grade,"[""A"", ""A+""]","[30, 5, 5]",[]
MUS 108,https://ucsbplat.com/curriculum/class/FALL%202025%2036889,Letter Grade,"[""A"", ""A""]","[8, 14, 5, 5]",[]
ED 322,https://ucsbplat.com/curriculum/class/FALL%202025%2016790,Pass/No Pass,[],"[13, 17]",[]
THTR 190,https://ucsbplat.com/curriculum/class/FALL%202025%2048793,Letter Grade,"[""A+"", ""A+""]","[60, 18, 10, 10]",[]
ANTH 125,https://ucsbplat.com/curriculum/class/FALL%202025%2000497,Letter Grade,"[""A"", ""A+""]","[40, 6]","[""She's honestly a great professor. Just be mindful that she deducts points from your attendance grade if you're late to class! Your grade is based on group presentations, and they're on class readings. Overall a super caring professor who wants to hear your opinion on class readings!"", ""I absolutely despise group projects/ presentations but I LOVE this professor. Honestly, the projects aren't too bad if you read the material and communicate with partners. This class is graded on two creative assignments, a group presentation, group midterm, and group final. This class was really fun and I found myself not minding the group part."", ""I LOVED this class. This class was really engaging and I honestly learned so much. The class is graded primarily on group projects but it includes some creative projects too. She helped me get over my fear of public speaking because of how supportive she was. She really cares about her students. If I could take another class from her I would.""]"
MATRL 200Q,https://ucsbplat.com/curriculum/class/FALL%202025%2032748,Letter Grade,"[""A"", ""A""]","[18, 11]",[]
CHEM 2BL,https://ucsbplat.com/curriculum/class/FALL%202025%2054486,Letter Grade,"[""B""]",[16],[]
SPAN 1,https://ucsbplat.com/curriculum/class/FALL%202025%2047670,Letter Grade,"[""A"", ""B""]","[24, 24]",[]
MCDB 595RF,https://ucsbplat.com/curriculum/class/FALL%202025%2034967,Letter Grade,[],[6],"[""Do not take a class with Professor Finkelstein. Not only is she a very monotone teacher, but she is also very bad at teaching. She will make the exams very detailed yet barely explain anything during her lectures. She should retire soon or look at her ratings and fix the way she runs this class.""]"
ECE 595R,https://ucsbplat.com/curriculum/class/FALL%202025%2014092,Pass/No Pass,[],[20],"[""Manjunath is a pretty good professor - every quarter he tries a new course project and they are usually pretty interesting.  His class is a fair amount of work, but the material is do-able and the exams aren't too difficult.  Very intelligent professor, pretty interesting class.  Would recommend.""]"
CHEM 222A,https://ucsbplat.com/curriculum/class/FALL%202025%2006452,Letter Grade,"[""A"", ""A""]","[12, 13, 5]","[""This class is meant to suck. However, somehow this is worse than I imagined. I learned nothing from this class, felt panicked and lost the entire time, TAs can't even help us. I hope to god the curve saves us. Oh, and the professor is 89 and incredibly unhelpful with any questions. You essentially have to try to teach yourself quantum physics.""]"
LING 3C,https://ucsbplat.com/curriculum/class/FALL%202025%2029025,Letter Grade,"[""A+"", ""A""]","[18, 18, 18]",[]
THTR 211ED,https://ucsbplat.com/curriculum/class/FALL%202025%2063610,Letter Grade,"[""A"", ""A""]","[10, 18, 10]","[""class are extremely less interesting and the work that the class requires to read are extremely long and it seem like the classes are just a repeat and nothing creative or spark a actual conversation with critical thinking (honestly don't think about trying to take this class if you want to learn something or a class that can be useful)"", ""I have taken multiple theatre classes and this was by far the best one. The plays she provided were relevant and funny. At first I was annoyed having to read, but then when I would get to around page 3 I was hooked. As long as you read the plays and go to classes you will do well.""]"
TMP 463,https://ucsbplat.com/curriculum/class/FALL%202025%2058776,Letter Grade,"[""A-"", ""A-""]","[51, 51]",[]
FR 199RA,https://ucsbplat.com/curriculum/class/FALL%202025%2023440,Letter Grade,"[""A+""]","[100, 5, 5]",[]
ME 11,https://ucsbplat.com/curriculum/class/FALL%202025%2035014,Pass/No Pass,[],"[62, 64]",[]
MUS 122N,https://ucsbplat.com/curriculum/class/FALL%202025%2037010,Letter Grade,"[""A"", ""A""]","[10, 5, 5, 5]","[""Took him winter quarter, usually I would crack up during his lectures, he's so funny even when he's not trying to be, u can tell Scott really cares about music as a culture"", ""I took a class with him in the early 90s. I see from the other ratings, he hasn't changed. Very arrogant and thinks he's funny and engaging. He's not. He's only interested in India and HIS viewpoint. I really can't believe UCSB has kept him this long. Terrible teacher."", ""It was really hard to go to lectures, but he's passionate about the subject matter and can be funny so I really wanna give him a pass. but those 50 minute lectures felt like HOURS. I'm sad that I took this class for an arts credit, I wish I could have done something else.""]"
WRIT 2,https://ucsbplat.com/curriculum/class/FALL%202025%2060475,Letter Grade,"[""A"", ""A""]","[25, 10]","[""Smith is one of my favorite professors at UCSB, I took this class because he was teaching it. Lectures are fun, attendance is taken. We had quizzes every week based on short and interesting readings. 2 smaller assignments, 1 larger essay that you work on through the quarter and a presentation slide deck. Super chill and straightforward. 10/10""]"
ENGL 197,https://ucsbplat.com/curriculum/class/FALL%202025%2052514,Letter Grade,"[""A"", ""A""]","[15, 15, 40]","[""He's an incredible lecturer and super funny. He keeps lecturers interesting, entertaining, up-to-date with current events, and relevant. His analysis of the texts are very interesting and relate to pop culture and current events which he explains in class, and they're things I wouldn't have noticed otherwise. I love his teaching and his class!"", ""Finished my Upper-div seminar with Donnelly and this class was probably my favorite of the quarter. You get the sense that he genuinely cares about the material/students, and lectures were always interesting. Haven't received my grade yet, but I wouldn't say his class was \""easy.\"" Regardless, I highly recommend taking any course with him!""]"
MS 22,https://ucsbplat.com/curriculum/class/FALL%202025%2035956,Letter Grade,"[""A"", ""A""]","[5, 75, 39]",[]
ECE 141A,https://ucsbplat.com/curriculum/class/FALL%202025%2061416,Letter Grade,"[""A+"", ""B-""]","[6, 29, 93]","[""I hated this class at first because the homework is very long and difficult. She is very passionate about her work and she wants everyone to get an A+. Just work in groups and study the homework, practice exams and read the book before going into the exams. Get familiar with Navier Stokes.""]"
ME 210D,https://ucsbplat.com/curriculum/class/FALL%202025%2035634,Letter Grade,"[""A+""]","[5, 100]",[]
EEMB 144L,https://ucsbplat.com/curriculum/class/FALL%202025%2018267,Letter Grade,"[""A+""]",[16],"[""i actually took microbial genomics taught by prof santoro and it was amazing. she is so knowledgeable about what she teaches and is incredible kind and helpful to all students! i learned so much and i would take the class over again if i could"", ""This class will change your perception of all natural things, by imbuing a well rounded understanding of the metabolic diversity and strategies of microbes. You will NEVER look at a tree, the ocean, or a cow in the same way again. Beyond the content, this professor is particularly good at explaining the material in a relatable and clear way."", ""Prof Santoro is amazing. She is super intelligent &amp; easy to talk to if you have any questions. I highly recommend taking EEMB 144 if she is teaching. The only semi negative thing I can say is that she talks on the fast side but even then its not bad. Grade is based off a few hw assignments, midterm, section participation &amp; final. Take this class!""]"
PSY 136,https://ucsbplat.com/curriculum/class/FALL%202025%2045294,Letter Grade,"[""A"", ""A""]","[159, 125]","[""There's only two exams. Imo the reader questions that are on the exams are very straightforward. Questions I missed were on the lecture material so make sure you attend lecture because he does mention test material that aren't explicitly stated in the slides since his slides are very minimal. Great professor to talk to in office hours! Very smart."", ""I loved taking this class! There was a LOT of reading however the content is accessible and the testing material is made clear. Lectures were also incredibly interesting! Professor Janusonis is very considerate of his students, helpful in office hours, and an overall great professor deserving more recognition""]"
MATRL 222A,https://ucsbplat.com/curriculum/class/FALL%202025%2032821,Letter Grade,"[""A"", ""A""]","[10, 18]","[""Really nice prof, and is obviously passionate but man this class was BOORING. \n\nMost people interested in materials take the 100 series so the 101 series is a speed run of everything, and taught to people who do not care about materials which kind of sucks but oh well.\n\nwish it wasnt required and I can could another tech elective instead."", ""Prof Pitenis is really nice, but i agree with the other comments, i think this is the most boring class i have taken. The material is expansive, and really tedious to work through.""]"
