course_name,course_url,professor,enrollment_trend,grading_trend,review_1,review_2,review_3
COMM 180,https://ucsbplat.com/curriculum/class/FALL%202025%2010322,Gordon Abra,7/10,A|A,"Seminar covers methodological, theoretical and procedural issues involved in undertaking a senior honors thesis.","Abra was my favorite lecturer throughout all of my time at UCSB.He was the only lecturer that I have ever really learned anything from. I've taken like 5 classes with him just because his lectures are so engaging. You do have to pay attention and you have to read for a good grade, but the material in his lectures will make you WANT to.Take him!",
COMM 197,https://ucsbplat.com/curriculum/class/FALL%202025%2010363,Young Kim,7/10,A|A,"Required are 50 hours minimum of internship work, a final five-page report, and a supervisor's letter of verification.",Students must have 2.0 cumulative GPA.,Group project isn't too difficult depending on group but if you have a bad group it could be hard. The class doesn't seem to have a clear goal
COMM 204A,https://ucsbplat.com/curriculum/class/FALL%202025%2010405,Norah Dunbar,11/10,A|A,There's a final paper worth and two weekly discussion posts with a quiz included. It's an easy class as long as you do the work! I 100% recommend taking the class.,"She studies power and is a great example of someone who abuses her power, ironically. 12/10 would not recommend unless doing a case study. She made sure her husband took jobs of actual qualified lecturers as an obvious example of her use of nepotism. Socially awkward. Classroom decorum even worse.",Less than an hour weekly lecture videos and 2 weekly discussion posts. There is a paper at the end but you choose from lots of topics and it's pretty interesting. This is my 8th upper div comm class and this is by far the easiest one. 100% recommend to anyone in the major to take this class!
COMM 213,https://ucsbplat.com/curriculum/class/FALL%202025%2061945,Lupita Madrigal,10/10,A|A,One of my favorite professor I've taken at UCSB as a comm major student. The class was incredibly easy to follow with clear grading system as long as you do the work. There's a bunch of materials to take a hands-on learning approach especially when it comes to the midterm and final as they are projects. GO TO CLASS b/c attendance is mandatory.,Easy but intriguing course!,"Madrigal is so sweet and respectful to her students, and gave me faith in UCSB's comm department. She is so passionate about her class, and is super knowledgeable in realms of immigration and media. Madrigal truly cares about her students, and is very accommodating. No tests, one EASY group project, and one fun assignment for grading!"
COMM 500,https://ucsbplat.com/curriculum/class/FALL%202025%2010421,Katherine Elder,10/10,Pass|Pass,: Health Promotion with Professor Elder and I absolutely loved the class and her. I had a lot of outside stuff going on and wasn't able to take the midterm on time and she was super flexible and understanding which I was not expecting. Her lectures are super engaging and she makes it easy to do well in the class.,She was great in Comm1. Super sweet and caring. This is the first review I have written for a professor ever. I definitely recommend her!,"She is a fantastic lecturer, she is engaging, funny, interesting, and does a great job integrating course material into conversations of real world situations. She's extremely knowledgeable and is very eager to chat with students. Take her classes! She's the best."
COMM 505,https://ucsbplat.com/curriculum/class/FALL%202025%2010439,Katherine Elder,43/50,Pass|Pass,: Health Promotion with Professor Elder and I absolutely loved the class and her. I had a lot of outside stuff going on and wasn't able to take the midterm on time and she was super flexible and understanding which I was not expecting. Her lectures are super engaging and she makes it easy to do well in the class.,She was great in Comm1. Super sweet and caring. This is the first review I have written for a professor ever. I definitely recommend her!,"She is a fantastic lecturer, she is engaging, funny, interesting, and does a great job integrating course material into conversations of real world situations. She's extremely knowledgeable and is very eager to chat with students. Take her classes! She's the best."
COMM 88,https://ucsbplat.com/curriculum/class/FALL%202025%2009951,Amy Gonzales,178/178,A|A,"Her lectures were good and clear, but I felt intimidated by her and the TAs and the research project was daunting. Had to put in a lot of work for this class to get the grade I wanted.","She was not, she was very nice during office hours and seemed to really care about her students. I didn't attend lectures a lot, but when I was there people seemed to refuse to engage, but she tried to persuade them to.","Genuinely pretty awful exams had so many mistakes, pretty hard, and are in person also she had outdated essay outlines and examples so it made writing the essay a bit difficult but the essay is graded pretty easy which boosted my grade pretty high memoize EVERYTHING for the exams if you want a decent grade."
COMM 89,https://ucsbplat.com/curriculum/class/FALL%202025%2010033,Dan Lane,298/298,A|A,"For the final paper, make sure to utilize your TA's for help as they are the ones who grade the papers. I ended up getting a 98 on the final paper as I used the advice given to me by my TA. Loved this class.","Lane's lectures are honestly funny and interesting, and the midterm and final exams are not difficult as long as you actually watch the lecture vids.",Dan lane is the best comm 89 professor! the class is still difficult but posts the lectures on canvas and an easy quiz in class every week. Midterm and final in class. 1 Essay. Love Dan Lane!
CS 1,https://ucsbplat.com/curriculum/class/FALL%202025%2049254,Kara Brown,14/15,A|A,"Because of this, attendance wasn't completely mandatory but I recommend you still go to class. You're graded based on peer reviewing your classmates essays and a writing project. I learned a lot from this class but you do need to put in the work if you're trying to get an A!",Participate in your assignments and you'll do great!,
CS 10,https://ucsbplat.com/curriculum/class/FALL%202025%2002303,John Latto,15/20,A|A,Credit assigned by the instructor will reflect the extent and quality of participation.,"It's a college of creative studies class but is open to all students. IT is taught by Armand, Bob Warner and Bill Meller. The three of them interact well together are are all brilliant men and great teachers. The class is small, discussion based and well worth it.","Is amazing! I took this class after taking in the Fall because I enjoyed his teaching so much. Each week you learn about a new non-infectious disease like diabetes, cancer, or heart disease. Lectures are recorded and attendance is only mandatory for section. Sections are chill and easy. Prof Latto is super smart and funny!"
CS 101,https://ucsbplat.com/curriculum/class/FALL%202025%2037713,Andrew Watts,10/10,A|A,"MUS Individual instruction in composition, usually for one hour per week.","Professor Watts is fantastic! His lectures are always very intriguing and engaging and are just overall very enjoyable. He is a very fair grader and is clear about his criteria. I found all of his assignments to be very intriguing, fun, and helpful in learning the content. Overall a very fun class and a great professor!","The class was graded on weekly assignments and biweekly meetings, along with a short final paper and composition for the guitar. Andrew Watts is super friendly and engaging, all smiles and lenient with deadlines. As long as you put effort into your work, you should be fine!"
CS 105EG,https://ucsbplat.com/curriculum/class/FALL%202025%2051490,Andrew Watts,12/10,A|A,"MUS A survey of modern electric guitar repertoire, considering the very nature of the genre and its relationship to rock, classical, and contemporary composition at large. Classes consist of active listening, discussion, and score-study. The culmination is a short, original electric guitar composition. A background in music helpful, but no specific experience is required.","Is fantastic! His lectures are always very intriguing and engaging and are just overall very enjoyable. He is a very fair grader and is clear about his criteria. I found all of his assignments to be very intriguing, fun, and helpful in learning the content. Overall a very fun class and a great professor!","The class was graded on weekly assignments and biweekly meetings, along with a short final paper and composition for the guitar. Andrew Watts is super friendly and engaging, all smiles and lenient with deadlines. As long as you put effort into your work, you should be fine!"
CS 120,https://ucsbplat.com/curriculum/class/FALL%202025%2049304,Ellen Whittet,17/16,A|A,Students learn the essentials of the craft of fiction writing as well as strategies to generate and revise work.,She's also a very fair grader. We had these group assignments and she averaged the group's piece and your grade (which was determined by your group members) so people who actually worked got a grade they deserved.,Only 2 papers and then a final revision. Small assignments throughout but nothing intense. Fun class and actually learned a lot about myself through this course. TAKE THIS CLASS.
CS 120FC,https://ucsbplat.com/curriculum/class/FALL%202025%2032573,Karel Casteels,22/25,A|A,MATH This class discusses applications of algebra (especially linear algebra) tovarious combinatorial problems.,Topics in Mathematics: Number Systems,
CS 120FN,https://ucsbplat.com/curriculum/class/FALL%202025%2032581,Karel Casteels,11/20,A|A,"Athematics: Number Systems . MATH An exploration of basic number systems including the integers, rationals, reals, complex and beyond.",Ordinary Differential Equations,
CS 121,https://ucsbplat.com/curriculum/class/FALL%202025%2032599,Michael Ludkovski,21/26,A|A,"It covers discrete and continuous distributions, combinatorial methods, generating functions, conditioning, the law of large numbers, the central limit theorem, stochastic processes, random walks, Brownian motion, and applications in biology, economics, engineering, and physics.",The grading criteria was confusing to me personally.,I hate this guy with a passion
CS 128,https://ucsbplat.com/curriculum/class/FALL%202025%2032607,Maribel Bueno,17/23,A|A,"Topics covered include: propositional logic, set theory, cardinality, number theory, and various number systems.","Maribel introduces lots of advanced topics in MathCS108B. It is a difficult class but you will learn a lot. She is helpful and willing to talk about anything like hw problems, time management, career goals, etc during office hours. The inquiry-based problems could be quite challenging but you don't need to submit them.","Very easily offended, and rude when she's offended. If you disagree with her, you'd better keep it to yourself. Doesn't put in any effort to understand solutions different from the one she has in mind, when it comes to math or anything else. If you have to take a class with her, try to avoid any interpersonal relationship and you should be ok."
CS 197,https://ucsbplat.com/curriculum/class/FALL%202025%2051532,Kara Brown,15/15,A|A,Students work independently with their faculty advisor to complete their senior portfolio.,"Because of this, attendance wasn't completely mandatory but I recommend you still go to class. You're graded based on peer reviewing your classmates essays and a writing project. I learned a lot from this class but you do need to put in the work if you're trying to get an A!",Participate in your assignments and you'll do great!
CS 2,https://ucsbplat.com/curriculum/class/FALL%202025%2049262,Kara Brown,14/15,A|A,W&L Students engage in discussions of the presentations given in the Writing and Literature Colloquium. Focuses on introducing the disciplines and exploring the relationships between the material and the students? interests.,"Because of this, attendance wasn't completely mandatory but I recommend you still go to class. You're graded based on peer reviewing your classmates essays and a writing project. I learned a lot from this class but you do need to put in the work if you're trying to get an A!",Participate in your assignments and you'll do great!
CS 31,https://ucsbplat.com/curriculum/class/FALL%202025%2041004,Ian Banta,21/22,A|A,His lectures are engaging and intuitive; he has a certain way of explaining things that just made so much sense. He possesses so much caring about his students and is willing to meet at anytime; beware that slots for meetings fill up quick!,Any opportunity to take a class with him is a privilege.,"B is an amazing teacher, his lectures are the best, he always manages to teach you something interesting and challenging while also making these new things easy to approach and learn. GOAT"
CS 31,https://ucsbplat.com/curriculum/class/FALL%202025%2041004,Tengiz Bibilashvili,21/22,A|A,His lectures are engaging and intuitive; he has a certain way of explaining things that just made so much sense. He possesses so much caring about his students and is willing to meet at anytime; beware that slots for meetings fill up quick!,Any opportunity to take a class with him is a privilege.,"B is an amazing teacher, his lectures are the best, he always manages to teach you something interesting and challenging while also making these new things easy to approach and learn. GOAT"
CS 34,https://ucsbplat.com/curriculum/class/FALL%202025%2041012,Ian Banta,13/22,A|A,You should expect a lot of work is Physics 20 series regardless of the professor.,,
CS 34,https://ucsbplat.com/curriculum/class/FALL%202025%2041012,Sathya Guruswamy,13/22,A|A,You should expect a lot of work is Physics 20 series regardless of the professor.,,
CS 4,https://ucsbplat.com/curriculum/class/FALL%202025%2051508,Kara Brown,37/98,A|A,W&L Students present independent projects as a part of their required Mid-Residency Review.,"Because of this, attendance wasn't completely mandatory but I recommend you still go to class. You're graded based on peer reviewing your classmates essays and a writing project. I learned a lot from this class but you do need to put in the work if you're trying to get an A!",Participate in your assignments and you'll do great!
CS 5,https://ucsbplat.com/curriculum/class/FALL%202025%2071787,John Latto,10/20,A|A,Student-directed discussion and study in a variety of subjects within Biology.,"Is amazing! I took this class after taking in the Fall because I enjoyed his teaching so much. Each week you learn about a new non-infectious disease like diabetes, cancer, or heart disease. Lectures are recorded and attendance is only mandatory for section. Sections are chill and easy. Prof Latto is super smart and funny!",Literally would take this class again just because of professor Latto's energy. He's so understanding and truly does want all his students to succeed. Definitely recommend if you need a simple science course.
DANCE 151A,https://ucsbplat.com/curriculum/class/FALL%202025%2010744,Christina McCarthy,24/20,A|A,"Part A focuses on formal devices and developmental tools of dance composition, and introduces duet form.","The only thing we did all quarter was make a single puppet (which we worked on all quarter), and I learned a lot. Would def recommend !","She's awesome. Her classes are supper tough, but it's well worth it."
DANCE 151DA,https://ucsbplat.com/curriculum/class/FALL%202025%2059014,Christina McCarthy,11/15,A|A,"CCarthy's freshman puppet-making seminar this quarter (pass/no pass), and I really enjoyed it! She's super nice and helpful, and the class was pretty much work at your own pace. The only thing we did all quarter was make a single puppet (which we worked on all quarter), and I learned a lot. Would def recommend !","She's awesome. Her classes are supper tough, but it's well worth it.","Christina is wonderful! I would highly recommend her for non-dance majors. She's inspiring, supportive, and creative! One day she took our class to the beach, and another she let us play on her areal equipment! If you have good attendance you will get an A."
DANCE 156A,https://ucsbplat.com/curriculum/class/FALL%202025%2010751,Micaela Sanchez,17/24,A|A,Open to non majors by audition.,"This class wasn't meant to be online, especially since it's about theatre, but Professor Diaz Sanchez kept it entertaining nevertheless! The entire grade is biweekly quizzes from the reading, attendance, and three different sections about a play group project (the script, the performance, and an analysis paper). Very easy class, highly recommend.","However for the final paper, my TA thought my outline was good, and after I wrote a paper based on the outline, I got a D on the final paper."
DANCE 156D,https://ucsbplat.com/curriculum/class/FALL%202025%2010769,Micaela Sanchez,6/15,A|A,Further analysis and exploration of the technical aspects of dance as an expressive medium.,"This class wasn't meant to be online, especially since it's about theatre, but Professor Diaz Sanchez kept it entertaining nevertheless! The entire grade is biweekly quizzes from the reading, attendance, and three different sections about a play group project (the script, the performance, and an analysis paper). Very easy class, highly recommend.","However for the final paper, my TA thought my outline was good, and after I wrote a paper based on the outline, I got a D on the final paper."
DANCE 182C,https://ucsbplat.com/curriculum/class/FALL%202025%2010793,Micaela Sanchez,19/14,A|A,"Opics, Physical Practice: Conditioning/Pilates . A dedicated study and practice or pilates-based body conditioning and injury prevention. Offered early in the day, this course serves as a warm-up, tune-up and injury prevention for a dance student's overall practice. Skills and conditioning sequences learned will be helpful beyond the course, and overall a greater awareness and maintenance of the body as the instrument of dance is a central objective.","This class wasn't meant to be online, especially since it's about theatre, but Professor Diaz Sanchez kept it entertaining nevertheless! The entire grade is biweekly quizzes from the reading, attendance, and three different sections about a play group project (the script, the performance, and an analysis paper). Very easy class, highly recommend.","However for the final paper, my TA thought my outline was good, and after I wrote a paper based on the outline, I got a D on the final paper."
DANCE 182JZ,https://ucsbplat.com/curriculum/class/FALL%202025%2010801,Justin Pearson,1/15,A|A,"Opics, Physical Practice: Jazz Technique . A studio-based dance technique course designed for dance majors. The focus of the class is the study of jazz dance technique including technical basics, progressions, skills, and phrase work rooted in the jazz dance idiom. Styles and approaches will vary by instructor.","He is very nice, helpful and the course is easy.",
DANCE 186,https://ucsbplat.com/curriculum/class/FALL%202025%2010827,Christina McCarthy,2/15,A|A-,"CCarthy's freshman puppet-making seminar this quarter (pass/no pass), and I really enjoyed it! She's super nice and helpful, and the class was pretty much work at your own pace. The only thing we did all quarter was make a single puppet (which we worked on all quarter), and I learned a lot. Would def recommend !","She's awesome. Her classes are supper tough, but it's well worth it.","Christina is wonderful! I would highly recommend her for non-dance majors. She's inspiring, supportive, and creative! One day she took our class to the beach, and another she let us play on her areal equipment! If you have good attendance you will get an A."
DANCE 45,https://ucsbplat.com/curriculum/class/FALL%202025%2010579,Sarah Holmes,0|0|0|0|0,A|A,"Explores dance from a wide cross-cultural perspective of cultural mutuality and diversity, established traditions, and the power of dance to bring about social change, activism and justice.","Ended up forgetting to take a quiz and received an automatic 50%, yet still ended with an A+. Prof Holmes wants everyone to get an A so if you take all of the quizzes and go to the performances you should be fine (have to pay $40). Didn't seem too interested in the subject though, complained about the topics lol","Stay up to date with modules! iClicker attendance heavily impacts your grade so GO TO CLASS! She wants you to get an A, so just put in the work. In-class pop quizzes, so that's another reason to go. Required to attend performances downtown too (you have to pay but not $$). Final online. Easiest GE. Definitely recommend!"
DANCE 56A,https://ucsbplat.com/curriculum/class/FALL%202025%2010611,Justin Pearson,17/30,A|A,Great discussion session Justin''s hair is a character of its own. I struggled in this class bc I have never taken any kind of computer programming. Justin could be helpful and was always really high on science but sometimes I found his discussion sections cumbersome and confusing. He really loves the subject matter though and is always excited to answer any questions.,,
DANCE 56D,https://ucsbplat.com/curriculum/class/FALL%202025%2010629,Micaela Sanchez,11/30,A|A,"This class wasn't meant to be online, especially since it's about theatre, but Professor Diaz Sanchez kept it entertaining nevertheless! The entire grade is biweekly quizzes from the reading, attendance, and three different sections about a play group project (the script, the performance, and an analysis paper). Very easy class, highly recommend.","However for the final paper, my TA thought my outline was good, and after I wrote a paper based on the outline, I got a D on the final paper.",
DANCE 82C,https://ucsbplat.com/curriculum/class/FALL%202025%2010645,Micaela Sanchez,18/15,A|A,"Opics, Physical Practice: Conditioning/Pilates . A dedicated study and practice or pilates-based body conditioning and injury prevention. Offered early in the day, this course serves as a warm-up, tune-up and injury prevention for a dance student's overall practice. Skills and conditioning sequences learned will be helpful beyond the course, and overall a greater awareness and maintenance of the body as the instrument of dance is a central objective.","This class wasn't meant to be online, especially since it's about theatre, but Professor Diaz Sanchez kept it entertaining nevertheless! The entire grade is biweekly quizzes from the reading, attendance, and three different sections about a play group project (the script, the performance, and an analysis paper). Very easy class, highly recommend.","However for the final paper, my TA thought my outline was good, and after I wrote a paper based on the outline, I got a D on the final paper."
DANCE 82JZ,https://ucsbplat.com/curriculum/class/FALL%202025%2010652,Justin Pearson,8/15,A|A,"Opics, Physical Practice: Jazz Technique . A studio-based dance technique course designed for dance majors. The focus of the class is the study of jazz dance technique including technical basics, progressions, skills, and phrase work rooted in the jazz dance idiom. Styles and approaches will vary by instructor.",Great discussion session Justin''s hair is a character of its own. I struggled in this class bc I have never taken any kind of computer programming. Justin could be helpful and was always really high on science but sometimes I found his discussion sections cumbersome and confusing. He really loves the subject matter though and is always excited to answer any questions.,
DYNS 592,https://ucsbplat.com/curriculum/class/FALL%202025%2010918,Spencer Smith,16/30,A|A,Other students interested in registering must have prior approval of the chair.,"It's hard material, but a good class. Horribly structured, just reads off his slides which are just examples from a textbook. When he does explain a problem, he chooses to explain the algebra and not the electrodynamic content itself. Goodluck. Read Griffths. Slides are largely disorganized and very confusing.",Expects students to read 1-2 chapters per week. Good luck.
EACS 132,https://ucsbplat.com/curriculum/class/FALL%202025%2011197,Susan Hwang,60/75,A|A,"All reading, viewing, and listening material will be available in English translation.","Thoroughly enjoyed taking with Professor Hwang! There are weekly readings and a short quiz at the beginning of each lecture on the readings. The quizzes are straightforward and not trying to trick you. Her papers are also straightforward and enjoyable to write. She's a great lecturer, a passionate prof, and wants you to do well!","Class and it was such a nice class to take at the end of your school day! It's not easy because it's simple, it's easy because she's super engaging and makes the topics entertaining to learn. Even as someone who's not a reader, I enjoyed the reading she assigned and the conversations in class abt it :) would do again!"
EACS 21,https://ucsbplat.com/curriculum/class/FALL%202025%2057687,Dominic Steavu-Balint,90/90,A|A,"Attendance was mandatory; it counted for your grade. HW was fairly simple. Class sometimes got boring because you're mostly copying the slides (by hand btw). BUT he's also funny and if you copy what's on his slides, you'll be more than fine.","Must go to lecture since all of the material is only shown in lecture, and he will take attendance in lecture. Homework was one reading analysis every 2 weeks, no final, but midterms sucked with 3 essays and 4 SAQ's in only an hour and 15. Amazing class though.","He's a very interesting guy himself as well and has interesting perspectives. This class was super interesting and unique as well and if they do it again, I would highly recommend it."
EACS 4A,https://ucsbplat.com/curriculum/class/FALL%202025%2010959,Thomas Mazanec,297/300,A|A,"He ended up helping me with my physics homework lol I'm not even kidding. Very generous and supportive guy, and is super smart and knows everything without making you feel stupid!","Lot of reading, and lectures were very dense with information, but overall pretty good. Tests were reasonable in content and grading.",This course is interesting though.
EACS 4A,https://ucsbplat.com/curriculum/class/FALL%202025%2010959,William Fleming,297/300,A|A,"He ended up helping me with my physics homework lol I'm not even kidding. Very generous and supportive guy, and is super smart and knows everything without making you feel stupid!","Lot of reading, and lectures were very dense with information, but overall pretty good. Tests were reasonable in content and grading.",This course is interesting though.
EARTH 10,https://ucsbplat.com/curriculum/class/FALL%202025%2011643,Alex Wrobel,235/243,A|B,"GoHe was great! He genuinely loved what he was talking about and explained the material in a very thorough and understandable way. There was no need for a textbook since the slides were so useful. As long as you pay attention to what he says, take good notes, and study the slides, you will pass this class with no problem. 10/10 professor.",He is great very interesting lecturer.,"Midterm and Final are multiple choice with a cheat sheet, but honestly if you went to lecture and spend a bit of time looking over slides and your notes you would probably be fine without one. Can get a bit boring at times."
EARTH 102A,https://ucsbplat.com/curriculum/class/FALL%202025%2059444,Matt Rioux,20/25,A-|A,"Crazy work load, but the TA's and Matt himself are always willing to help break any questions down for you. Out of all the ES professors, I've learned the most from him! Super approachable, is passionate about what he teaches and wants you to succeed.","He knows his stuff, but I don't see myself taking another course by him again. He wasn't very understanding of family emergencies.","Matt is amazing and anyone at UCSB is lucky to be in one of his classes, genuinely such an understanding and kind person. Material in his class is difficult put he does his best to make everything digestible/accessible. 10/10"
EARTH 105,https://ucsbplat.com/curriculum/class/FALL%202025%2011932,Syee Weldeab,71/81,B+|A-,Earth 105 is a very test heavy class so if you are not a good test taker then you probably are not going to do that well. I also am not a fan of iclicker due to the numerous technical difficulties. Nevertheless he is a nice and approachable teacher who clearly cares about his students.,Earth 105 is a very test heavy class so if you are not a good test taker then you probably are not going to do that well. I also am not a fan of iclicker due to the numerous technical difficulties. Nevertheless he is a nice and approachable teacher who clearly cares about his students.,"Earth?s Climate: Past and Present . Description and quantitative analysis of climate processes and paleoclimate proxies. Processes include radiation and the Earths energy budget, the influence of orbital cycles, ocean circulation, monsoons, ENSO, and ice sheets. Paleoclimate reconstructions from tectonic-scale to the last millennium, with emphasis on glacial cycles and Plio-Pleistocene climate evolution."
EARTH 114,https://ucsbplat.com/curriculum/class/FALL%202025%2012062,Matt Rioux,36/48,A|A,"However, easily the most course work I have ever had for a class. He's the heavy weight of the department for sure.","I'm not sure if I'm the only person in class, but his exams are rough. The mid is free-response, and I believe the final will be the same. I felt under-prepared compared to my peers as in I wish we had more information on what to focus on for free-response. Quizzes are ok but they can take multiple hours to study plus the long labs that never end.","The labs take forever, the midterm is so long and free response, he doesn't even release the midterm key after students have taken it, he doesn't upload any lectures online, he writes all his lectures out on the board. HE IS TERRIBLE / TOUGH, this should be a 5 unit class with the way he teaches it. DO NOT TAKE HIM"
EARTH 114,https://ucsbplat.com/curriculum/class/FALL%202025%2012047,Roberta Rudnick,20/22,A|A,"Messy slideshows w/ just pictures so u can't go back to study them for tests. Talks to students as if we already know all the material, so she rambles as if shes talking to PHD students. u cannot follow along with her lectures, leave confused, and piles on work. if u can take someone else, do it.","Earth 114 was VERY hard although that is probably due to me being more biology oriented than geology. If you minerals are your passion then you will love her class, if not, try to survive.","She had quizzes every day, that were graded on participation and perfect to use for studying. I had taken a similar class to this at CC, but this was a useful class with a good prof."
EARTH 160,https://ucsbplat.com/curriculum/class/FALL%202025%2012161,John Cottle,24/50,Pass|Pass,"Graded on a mid-term, final (the worse one of the two was dropped), a presentation, labs and weekly summaries of articles. Only recommended for Earth Science majors.","Cottle presents a lot of information in class, but explains concepts in a clear manner. His real-world examples helped me a lot.","Great class! Lots of lecture material to go through, but he posts all material on Gauchospace."
EARTH 181,https://ucsbplat.com/curriculum/class/FALL%202025%2059485,John Cottle,4/20,A|A,"Graded on a mid-term, final (the worse one of the two was dropped), a presentation, labs and weekly summaries of articles. Only recommended for Earth Science majors.","Cottle presents a lot of information in class, but explains concepts in a clear manner. His real-world examples helped me a lot.",
EARTH 2,https://ucsbplat.com/curriculum/class/FALL%202025%2011288,Matt Jackson,198/200,A|A+,"Very sweet guy, his midterm was very specific, I personally did not prepare too well but that is entirely on me. There are 4 homework assignments and a group presentation. His lectures are a bit boring but he tries to engage with the class the best he can, love ya matt jackson.","Great professor, it's clear he likes the subject material and is very willing to answer any questions you may have. Lecture isn't mandatory but it helps a lot with exams if you show up. Exams are heavily based on lectures and some material from labs.","He's a pretty zany guy, I wish I was able to take more classes with him. I will say though, the problem sets didn't really prepare me for the exams."
EARTH 20,https://ucsbplat.com/curriculum/class/FALL%202025%2011775,Chen Ji,210/243,A+|A+,"Took this class for an Area C and there wasn't much math on the exams but the weekly homework is math heavy and often confusing formulas. However, the TA Alec was so helpful and did a lot of the heavy lifting in making the content clear.","Unnecessary information on slides, hardly any bullet points, and it felt like the TA did all the teaching in the class. Midterm and Final had information not even mentioned in class and several details one would only know if they were a geology major.","Took it for science credit, would not take it again."
EARTH 201A,https://ucsbplat.com/curriculum/class/FALL%202025%2012336,Lorraine Lisiecki,10/14,A|A+,IClicker questions in every class but they are just for attendance and graded on right/wrong.,"Professor who cares about students' concerns. Adopts a ""flipped classroom"" approach - you watch lectures online and complete worksheets with your fellow classmates in class (supplemented by explanations). Lectures can be slightly dry if you are not interested. Has reasonable expectations and is a fairly nice grader overall.",Lectures were also very interesting and you can tell she really cares about what she is teaching.
EARTH 205,https://ucsbplat.com/curriculum/class/FALL%202025%2012351,Syee Weldeab,0/5,A+,Earth 105 is a very test heavy class so if you are not a good test taker then you probably are not going to do that well. I also am not a fan of iclicker due to the numerous technical difficulties. Nevertheless he is a nice and approachable teacher who clearly cares about his students.,Go to section &#8212; it will reinforce your learning. Syee can be a bit blunt but he is not unfair; he values his students understanding.,"He obviously knows a lot of information, but seems to be annoyed if you don't understand the material. It is very hard to understand the lectures and little details matter. If you miss lectures you're screwed and the quizes hold a ton of weight in the class. This is definitely not an easy course and i wish i took something else."
EARTH 232,https://ucsbplat.com/curriculum/class/FALL%202025%2012450,Robin Matoza,6/10,A+|A+,Also kind of funny too,"There are no exams for this class, but that means you should dedicate your time into the labs to earn a good grade.",Weekly homework -- some math! Weekly extra credit for up to 7% on total class grade. Attended section/lecture 1 time each. Stopped attending lecture because prof is very hard to understand -- spoke very quickly w strong accent + lisp. Otherwise highly recommend!! Best science GE for humanities majors :)
EARTH 254,https://ucsbplat.com/curriculum/class/FALL%202025%2012500,Chen Ji,6/10,Pass|Pass,"Took this class for an Area C and there wasn't much math on the exams but the weekly homework is math heavy and often confusing formulas. However, the TA Alec was so helpful and did a lot of the heavy lifting in making the content clear.","Unnecessary information on slides, hardly any bullet points, and it felt like the TA did all the teaching in the class. Midterm and Final had information not even mentioned in class and several details one would only know if they were a geology major.","Took it for science credit, would not take it again."
EARTH 260,https://ucsbplat.com/curriculum/class/FALL%202025%2012526,John Cottle,30/50,Pass|Pass,"Graded on a mid-term, final (the worse one of the two was dropped), a presentation, labs and weekly summaries of articles. Only recommended for Earth Science majors.","Cottle presents a lot of information in class, but explains concepts in a clear manner. His real-world examples helped me a lot.","Great class! Lots of lecture material to go through, but he posts all material on Gauchospace."
EARTH 268,https://ucsbplat.com/curriculum/class/FALL%202025%2012542,John Cottle,0/10,Pass|Pass,"Graded on a mid-term, final (the worse one of the two was dropped), a presentation, labs and weekly summaries of articles. Only recommended for Earth Science majors.","Cottle presents a lot of information in class, but explains concepts in a clear manner. His real-world examples helped me a lot.","Great class! Lots of lecture material to go through, but he posts all material on Gauchospace."
EARTH 281,https://ucsbplat.com/curriculum/class/FALL%202025%2060244,John Cottle,9/5,A|A,"Graded on a mid-term, final (the worse one of the two was dropped), a presentation, labs and weekly summaries of articles. Only recommended for Earth Science majors.","Cottle presents a lot of information in class, but explains concepts in a clear manner. His real-world examples helped me a lot.",
EARTH 4,https://ucsbplat.com/curriculum/class/FALL%202025%2011379,Alex Wrobel,296/297,A-|A,"Alex is a great guy! I'm not a STEM major, so I found the material challenging, but he helped me understand the concepts during Office Hours and via email. Labs and quizzes are easy, but the final/2 midterms are difficult if you struggle applying concepts (which I do). A good GE.","Weekly quizzes and section help keep your grade up if you fail both midterms, like I did, and final was online which he says is rare. The topics can be difficult to understand but he was a great professor that you shouldn't have a tough time passing the class.",I went to his office hours just for advice about life and he was so welcoming and sweet.
EARTH 501MT,https://ucsbplat.com/curriculum/class/FALL%202025%2012617,Matt Rioux,10/10,No data,"Crazy work load, but the TA's and Matt himself are always willing to help break any questions down for you. Out of all the ES professors, I've learned the most from him! Super approachable, is passionate about what he teaches and wants you to succeed.","He knows his stuff, but I don't see myself taking another course by him again. He wasn't very understanding of family emergencies.","Matt is amazing and anyone at UCSB is lucky to be in one of his classes, genuinely such an understanding and kind person. Material in his class is difficult put he does his best to make everything digestible/accessible. 10/10"
ECE 10A,https://ucsbplat.com/curriculum/class/FALL%202025%2012823,Loai Salem,203/210,A|A,Lowest midterm dropped too,"Amazing lecture slides, his lectures are just him going over the slides so if you wanted to you could skip them. Homework was harder than midterms, and lowest midterm was dropped.","Decent lecturer(slow paced but very clear and detailed), has good notes. VERY forgiving grading. Dropped lowest midterm and gave extra credit on the final. Homework was pretty nice and helped to learn the material."
ECE 10C,https://ucsbplat.com/curriculum/class/FALL%202025%2012922,Jim Buckwalter,26/30,A|A,"The course will energy and power dissipation in digital circuits, first-order and second-order linear time invariant circuits, sinusoidal steady state, impedance representation, feedback and resonance.","Very much informative, learnt RF design to a satisfactory level",Buckwalter is great at explaining concepts in lecutre and will spend time answering everyone's questions. Tests and quizzes can be difficult but he is generous with the curves.
